
**** Error Estimation Summary ****

DISP Displaced Species:
,Dichloromethane
,Chloroform
,Trichlorofluoromethane
,Dichlorodifluoromethane
,Carbon Tetrachloride
,1_1_2-Trichlorotrifluoroethane
,1_2-Dichloro-1_1_2_2-tetrafluoroethane
,Tetrachloroethene
,1_2-Dichlorobenzene
,1_4-Dichlorobenzene
,PCBTF
,N-Butane
,Isobutane
,N-Pentane
,Isopentane
,2-Methyl pentane
,Butene
,Propylene
,cis-2-Pentene
,Isoprene
,alpha-Pinene
,MVK
,Benzene
,Toluene
,Ethylbenzene
,Propylbenzene
,m_p-Xylene
,o-Xylene
,p-Isopropyl Toluene
,Naphthalene
,Methanol
,Ethanol
,Phenol
,Formaldehyde
,Acetaldehyde
,Isovaleraldehyde
,Hexaldehyde
,m_p-Tolualdehyde
,Phenylacetaldehyde
,Cyclohexanone
,Methyl acetate
,n-Butyl acetate
,Diethylphthalate
,D5-Siloxane

DISP Diagnostics:
,Error Code:,0
,Largest Decrease in Q:,-0.257
,%dQ:,-0.001733
,Swaps by Factor:,0,0,0,0,0,0,0,0,0,0,0,0,0

Concentrations for Factor 1,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
o-Xylene,0.0698707997002413,,,,,,,,,0.00342151,0.02739582,0.03142405,
p-Isopropyl Toluene,0,,,,,,,,,0,0.00143913,0.001680937,
Naphthalene,0.0773145991620523,,,,,,,,,0.04636556,0.03031605,0.02761937,
Methanol,2.26736779134464E-10,,,,,,,,,-3.733755E-17,56.79103,66.33321,
Ethanol,0,,,,,,,,,0,2.004066,2.340795,
Phenol,0,,,,,,,,,0,0.0502255,0.05866452,
Formaldehyde,39.3715089913033,,,,,,,,,36.88582,15.94361,12.42484,
Acetaldehyde,24.8147455993174,,,,,,,,,25.79299,9.969133,7.310368,
Isovaleraldehyde,0,,,,,,,,,0,0.01040949,0.01215853,
Hexaldehyde,0,,,,,,,,,0,0.0133829,0.01563152,
m_p-Tolualdehyde,0.0140386624650842,,,,,,,,,0.01207914,0.005566136,0.004471805,
Phenylacetaldehyde,0,,,,,,,,,0,0.07285299,0.08509395,
Cyclohexanone,0.00184747716062669,,,,,,,,,0,0.001535825,0.001793879,
Methyl acetate,2.69901452743204,,,,,,,,,3.04183,1.107838,0.7828836,
n-Butyl acetate,0,,,,,,,,,0,0.04612658,0.05387689,
Diethylphthalate,0.0436739314475325,,,,,,,,,-3.018127E-17,0.08249245,0.09635305,
D5-Siloxane,2.89985666385449,,,,,,,,,3.588439,1.146091,0.7357215,

Percent of Factor Total for Factor 11,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
Dichloromethane,0.289569748576605,,,,,,,,,1.076822,0.2629127,0.1931166,
Chloroform,0.00223618590082576,,,,,,,,,-6.463181E-18,0.008701992,0.009448225,
Trichlorofluoromethane,0,,,,,,,,,0,0.01966295,0.02134913,
Dichlorodifluoromethane,1.77545918665572,,,,,,,,,8.479515,1.622643,1.034638,
Carbon Tetrachloride,0.0644389492902221,,,,,,,,,0.1128239,0.05872897,0.05409012,
1_1_2-Trichlorotrifluoroethane,0.0409290671009433,,,,,,,,,0,0.04360468,0.04734396,
1_2-Dichloro-1_1_2_2-tetrafluoroethane,0.0315130793422949,,,,,,,,,0.1168532,0.0301791,0.02274644,
Tetrachloroethene,0.0187291557565535,,,,,,,,,0.07529585,0.01634068,0.01128504,
1_2-Dichlorobenzene,0,,,,,,,,,0,0.0003938983,0.0004276768,
1_4-Dichlorobenzene,0,,,,,,,,,0,0.003706457,0.004024301,
PCBTF,0.0703543558815818,,,,,,,,,0.2974658,0.06090092,0.04061451,
N-Butane,0.883648198244925,,,,,,,,,3.824603,0.9277982,0.6793852,
Isobutane,0.494005781769376,,,,,,,,,1.879923,0.4510474,0.3285154,
N-Pentane,0,,,,,,,,,0,0.08627877,0.09367754,
Isopentane,0,,,,,,,,,0,0.02036976,0.02211656,
2-Methyl pentane,0.482834270869284,,,,,,,,,0.974304,0.3727365,0.3211496,
Butene,0.372270324584072,,,,,,,,,1.259388,0.3691587,0.2928178,
Propylene,1.62910454502783,,,,,,,,,7.652355,1.582969,1.062495,
cis-2-Pentene,0,,,,,,,,,0,0.0008523454,0.0009254375,
Isoprene,0.664561003215968,,,,,,,,,0.2678601,0.5749223,0.6012542,
alpha-Pinene,0.268011610446218,,,,,,,,,0.7326617,0.2434261,0.2014721,
MVK,0.112442434534923,,,,,,,,,0,0.1751172,0.1901343,
Benzene,0,,,,,,,,,0,0.06981366,0.07580047,
Toluene,1.76907546614139,,,,,,,,,8.551618,1.58793,0.9907653,
Ethylbenzene,0.301892422192396,,,,,,,,,1.506816,0.2739529,0.1682298,
Propylbenzene,0.0642453446516725,,,,,,,,,0.3073744,0.05770901,0.03629918,
m_p-Xylene,0.401049392476579,,,,,,,,,2.054409,0.3681712,0.2235694,
o-Xylene,0.333732536397106,,,,,,,,,1.68505,0.3041198,0.1856994,
p-Isopropyl Toluene,0.0759872043518152,,,,,,,,,0.3318833,0.06687511,0.04414956,
Naphthalene,0.10773313251615,,,,,,,,,0.5113762,0.1011681,0.06599103,
Methanol,63.8738330479692,,,,,,,,,0,67.76306,73.57404,
Ethanol,7.83575530345981,,,,,,,,,0,5.993483,6.507449,
Phenol,0,,,,,,,,,0,0.0292458,0.03175375,
Formaldehyde,7.65052275738804,,,,,,,,,15.6318,6.90808,6.159986,
Acetaldehyde,7.99194715374914,,,,,,,,,32.50478,7.256159,5.090986,
Isovaleraldehyde,0.308276142706734,,,,,,,,,1.448669,0.2798502,0.1796191,
Hexaldehyde,0.890869128007045,,,,,,,,,4.333821,0.8142105,0.5123894,
m_p-Tolualdehyde,0.0125701735996671,,,,,,,,,0.05981695,0.01143643,0.007287602,
Phenylacetaldehyde,0.107128772090407,,,,,,,,,0,0.1070144,0.1161913,
Cyclohexanone,0.0210518881633687,,,,,,,,,0.1046182,0.01910958,0.01177686,
Methyl acetate,0.167789814650013,,,,,,,,,0,0.1512489,0.1642191,
n-Butyl acetate,0.886447616667196,,,,,,,,,4.218096,0.7897975,0.4958068,
Diethylphthalate,0,,,,,,,,,0,0.06083225,0.06604888,
D5-Siloxane,0,,,,,,,,,0,0.05427675,0.05893121,

Percent of Factor Total for Factor 12,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
Dichloromethane,1.51910242825152,,,,,,,,,1.834037,0.5357563,0.3984632,
Chloroform,0.747048350955939,,,,,,,,,1.198972,0.2671628,0.168624,
Trichlorofluoromethane,6.80509078427262,,,,,,,,,10.68062,2.407482,1.532598,
Dichlorodifluoromethane,1.74949022009161,,,,,,,,,0,0.5544723,0.6131077,
Carbon Tetrachloride,1.48258641855671,,,,,,,,,2.174546,0.5207803,0.3458945,
1_1_2-Trichlorotrifluoroethane,1.76278532586578,,,,,,,,,2.609148,0.6183123,0.4077814,
1_2-Dichloro-1_1_2_2-tetrafluoroethane,0.0818450353952703,,,,,,,,,0,0.0249301,0.02756646,
Tetrachloroethene,0.0783455085808772,,,,,,,,,0.1154367,0.02818645,0.01895973,
1_2-Dichlorobenzene,0.0325812047598675,,,,,,,,,0.01548446,0.01020699,0.009648894,
1_4-Dichlorobenzene,0.0242089306168724,,,,,,,,,0,0.008348033,0.009230837,
PCBTF,0,,,,,,,,,0,0.008084931,0.008939913,
N-Butane,1.24810082014239,,,,,,,,,0,0.4554214,0.5035823,
Isobutane,2.65118979115901,,,,,,,,,2.689579,0.8664865,0.6736944,
N-Pentane,0.40916143331853,,,,,,,,,-3.40441E-16,0.1790917,0.1980307,
Isopentane,10.984853489988,,,,,,,,,18.0808,3.904709,2.405587,
2-Methyl pentane,11.7962191916857,,,,,,,,,19.86703,4.230197,2.576602,
Butene,1.04585130011202,,,,,,,,,0.1935985,0.3494738,0.3659577,
Propylene,0,,,,,,,,,0,0.03836117,0.04241786,
cis-2-Pentene,0.227355414975157,,,,,,,,,0.3307585,0.07946113,0.05288644,
Isoprene,0.448154339431544,,,,,,,,,0,0.5090379,0.5628687,
alpha-Pinene,0,,,,,,,,,0,0.0721446,0.0797739,
MVK,0,,,,,,,,,0,0.1454308,0.1608101,
Benzene,6.75864897643134,,,,,,,,,9.850863,2.392408,1.603677,
Toluene,7.14211260941103,,,,,,,,,11.61164,2.572088,1.616155,
Ethylbenzene,1.01234034857164,,,,,,,,,1.613884,0.3649741,0.2329019,
Propylbenzene,0.237290319358459,,,,,,,,,0.3719304,0.08538458,0.05508236,
m_p-Xylene,0.906434814219854,,,,,,,,,1.236267,0.3175914,0.2204414,
o-Xylene,0.921004793150453,,,,,,,,,1.400016,0.3308836,0.2178229,
p-Isopropyl Toluene,0.791177174641989,,,,,,,,,1.351706,0.2857334,0.1730069,
Naphthalene,0.272030612871104,,,,,,,,,0.3336957,0.09675951,0.07170351,
Methanol,13.6830314631982,,,,,,,,,0,63.50685,70.2227,
Ethanol,0,,,,,,,,,0,2.712996,2.999896,
Phenol,0.623667948124265,,,,,,,,,-1.723039E-16,0.3594736,0.397488,
Formaldehyde,9.28289782615752,,,,,,,,,0,5.009701,5.539478,
Acetaldehyde,5.93298648290799,,,,,,,,,0,2.703524,2.989422,
Isovaleraldehyde,0.282202279412028,,,,,,,,,0.1444859,0.09947871,0.0947192,
Hexaldehyde,0,,,,,,,,,0,0.01054234,0.01165719,
m_p-Tolualdehyde,0.00447362096827193,,,,,,,,,0,0.0018925,0.002092631,
Phenylacetaldehyde,1.10285634267798,,,,,,,,,0.4740149,0.3593887,0.347267,
Cyclohexanone,0.0104357474090411,,,,,,,,,0.002870251,0.003737115,0.003828786,
Methyl acetate,6.08141814326346,,,,,,,,,9.337195,2.178694,1.421682,
n-Butyl acetate,1.861041621279,,,,,,,,,2.481415,0.6749011,0.4838623,
Diethylphthalate,0,,,,,,,,,0,0.07462863,0.08252061,
D5-Siloxane,0,,,,,,,,,0,0.04483336,0.04957449,

Percent of Factor Total for Factor 13,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
Dichloromethane,0.200602914197664,,,,,,,,,0.2359317,0.1616109,0.1453818,
Chloroform,0,,,,,,,,,0,0.00302658,0.003687478,
Trichlorofluoromethane,0.635291682569001,,,,,,,,,1.004377,0.5134028,0.406191,
Dichlorodifluoromethane,0.546716096307413,,,,,,,,,0.5373681,0.4335471,0.4108762,
Carbon Tetrachloride,0.136081678322801,,,,,,,,,0.1872165,0.1097653,0.09285261,
1_1_2-Trichlorotrifluoroethane,0.177288009435998,,,,,,,,,0.2520763,0.1425453,0.1186276,
1_2-Dichloro-1_1_2_2-tetrafluoroethane,0.0400669006660409,,,,,,,,,0.06066246,0.03137111,0.0249749,
Tetrachloroethene,0.00366328204500168,,,,,,,,,0.0002771022,0.002966449,0.003553707,
1_2-Dichlorobenzene,0,,,,,,,,,0,0.001295695,0.001578629,
1_4-Dichlorobenzene,0.00359144266576991,,,,,,,,,0,0.006835074,0.008327613,
PCBTF,0.00104388144129855,,,,,,,,,0,0.003079849,0.00375238,
N-Butane,0.361907319624367,,,,,,,,,0.367029,0.2953548,0.2797035,
Isobutane,0,,,,,,,,,0,0.01905192,0.02321219,
N-Pentane,0.096372658813373,,,,,,,,,0,0.06577028,0.08013219,
Isopentane,0.221312654657518,,,,,,,,,0.09762388,0.1864038,0.2057901,
2-Methyl pentane,0.319961542886111,,,,,,,,,0.2670895,0.2612098,0.2599259,
Butene,0.344013261793743,,,,,,,,,0.417069,0.2774575,0.2469712,
Propylene,0,,,,,,,,,0,0.01979055,0.02411211,
cis-2-Pentene,0.0327250739972997,,,,,,,,,0.05455283,0.02650101,0.02037548,
Isoprene,8.49704599045358,,,,,,,,,17.42375,6.877836,4.574977,
alpha-Pinene,1.53238922007458,,,,,,,,,3.092566,1.241175,0.8368961,
MVK,3.98932230459202,,,,,,,,,8.200101,3.234719,2.150453,
Benzene,0,,,,,,,,,0,0.1316393,0.1603847,
Toluene,0.165135838985731,,,,,,,,,0.08306208,0.1353156,0.146726,
Ethylbenzene,0.0215081312165913,,,,,,,,,0.005364828,0.01779757,0.02051245,
Propylbenzene,0.0107595917143904,,,,,,,,,0.009381342,0.008692565,0.008542159,
m_p-Xylene,0,,,,,,,,,0,0.004460964,0.005435082,
o-Xylene,0.000255006112960946,,,,,,,,,-2.561213E-19,0.00810324,0.009872703,
p-Isopropyl Toluene,0.0855309649512892,,,,,,,,,0.146128,0.06933417,0.05256506,
Naphthalene,0.0495296994835297,,,,,,,,,0.07916954,0.04019364,0.03168267,
Methanol,40.7931888956369,,,,,,,,,0,51.60505,62.87377,
Ethanol,3.51091940553211,,,,,,,,,-3.391599E-15,3.106747,3.785151,
Phenol,3.24829779207677,,,,,,,,,6.336495,2.608516,1.794455,
Formaldehyde,25.1266781170164,,,,,,,,,45.23714,20.27775,14.82749,
Acetaldehyde,8.64467196755623,,,,,,,,,14.332,6.979016,5.37338,
Isovaleraldehyde,0.0987541473923016,,,,,,,,,0.0813972,0.0803894,0.08016931,
Hexaldehyde,0.289410070619413,,,,,,,,,0.1590015,0.2223474,0.2361799,
m_p-Tolualdehyde,0.00433930902392628,,,,,,,,,0.005360373,0.003518391,0.003116166,
Phenylacetaldehyde,0.78923320949422,,,,,,,,,1.327797,0.6264136,0.4732558,
Cyclohexanone,0,,,,,,,,,0,0.0009873527,0.001202956,
Methyl acetate,0.022384150606564,,,,,,,,,-2.218506E-17,0.06999925,0.08528462,
n-Butyl acetate,0,,,,,,,,,0,0.008361707,0.01018761,
Diethylphthalate,0,,,,,,,,,0,0.06761947,0.08238517,
D5-Siloxane,0,,,,,,,,,0,0.013041,0.0158887,

